5411121,average
5411122,less
5411123,more
5411124,more
5411125,average
5411126,less
5411127,average
5411128,less
5411129,less
5411130,less
5411131,less
5411132,more
5411133,less
5411134,less
5411135,less
5411136,more
5411137,less
5411138,average
5411139,more
5411140,more
5411141,more
5411142,more
5411143,more
5411144,average
5411145,less
5411146,more
5411147,more
5411148,more
5411149,less
5411150,more
5411151,more
5411152,average
5411153,average
5411154,less
5411155,less
5411156,less
5411157,more
5411158,less
5411159,less
5411160,less
5411161,more
5411162,less
5411163,average
5411164,less
5411165,more
5411166,more
5411167,more
5411168,more
5411169,more
5411170,less
5411171,average
5411172,more
5411173,less
5411174,more
5411175,more
5411176,average
5411177,less
5411178,average
5411179,less
5411180,average
5411181,more
5411182,less
5411183,more
5411184,less
5411185,more
5411186,less
5411187,less
5411188,average
5411189,more
5411190,more
5411191,less
5411192,more
5411193,less
5411194,more
5411195,more
5411196,more
5411197,more
5411198,more
5411199,more
5411200,more
5411201,average
5411202,average
5411203,more
5411204,less
5411205,average
5411206,more
5411207,more
5411208,more
5411209,more
5411210,average
5411211,more
5411212,more
5411213,less
5411214,more
5411215,more
5411216,less
5411217,average
5411218,less
5411219,more
5411220,average
5411221,average
5411222,more
5411223,less
5411224,more
5411225,more
5411226,more
5411227,more
5411228,more
5411229,more
5411230,more
5411231,less
5411232,more
5411233,more
5411234,more
5411235,more
5411236,less
5411237,more
5411238,less
5411239,less
5411240,more
5411241,more
5411242,average
5411243,more
5411244,more
5411245,average
5411246,more
5411247,more
5411248,more
5411249,less
5411250,more
5411251,average
5411252,less
5411253,more
5411254,more
5411255,more
5411256,more
5411257,average
5411258,more
5411259,average
5411260,more
5411261,average
5411262,less
5411263,less
5411264,average
5411265,more
5411266,less
5411267,less
5411268,more
5411269,average
5411270,less
5411271,more
5411272,average
5411273,less
5411274,more
5411275,average
5411276,more
5411277,less
5411278,more
5411279,less
5411280,average
5411281,more
5411282,more
5411283,less
5411284,more
5411285,more
5411286,more
5411287,more
5411288,less
5411289,less
5411290,more
5411291,more
5411292,more
5411293,more
5411294,less
5411295,less
5411296,less
5411297,more
5411298,more
5411299,average
5411300,more
5411301,average
5411302,more
5411303,less
5411304,more
5411305,average
5411306,more
5411307,less
5411308,less
5411309,more
5411310,more
5411311,less
5411312,average
5411313,more
5411314,more
5411315,average
5411316,more
5411317,average
5411318,average
5411319,average
5411320,more
5411321,more
5411322,more
5411323,more
5411324,average
5411325,more
5411326,less
5411327,less
5411328,more
5411329,more
5411330,less
5411331,average
5411332,more
5411333,more
5411334,more
5411335,more
5411336,average
5411337,more
5411338,more
5411339,more
5411340,less
5411341,average
5411342,more
5411343,less
5411344,more
5411345,less
5411346,average
5411347,more
5411348,more
5411349,average
5411350,average
5411351,less
5411352,more
5411353,average
5411354,more
5411355,less
5411356,less
5411357,less
5411358,more
5411359,more
5411360,more
5411361,more
5411362,less
5411363,more
5411364,less
5411365,less
5411366,average
5411367,less
5411368,more
5411369,average
5411370,average
5411371,less
5411372,more
5411373,less
5411374,average
5411375,less
5411376,less
5411377,less
5411378,average
5411379,more
5411380,more
5411381,average
5411382,more
5411383,more
5411384,more
5411385,average
5411386,less
5411387,more
5411388,more
5411389,less
5411390,more
5411391,more
5411392,average
5411393,more
5411394,average
5411395,more
5411396,more
5411397,more
5411398,more
5411399,less
5411400,more
5411401,less
5411402,more
5411403,average
5411404,more
5411405,less
5411406,more
5411407,less
5411408,more
5411409,average
5411410,more
5411411,less
5411412,more
5411413,more
5411414,more
5411415,average
5411416,less
5411417,less
5411418,more
5411419,less
5411420,more
5411421,more
5411422,average
5411423,more
5411424,less
5411425,average
5411426,less
5411427,less
5411428,less
5411429,more
5411430,less
5411431,less
5411432,less
5411433,more
5411434,more
5411435,less
5411436,more
5411437,less
5411438,less
5411439,more
5411440,less
5411441,less
5411442,average
5411443,less
5411444,more
5411445,less
5411446,less
5411447,more
5411448,average
5411449,less
5411450,more
5411451,more
5411452,more
5411453,average
5411454,average
5411455,average
5411456,average
5411457,more
5411458,average
5411459,more
5411460,more
5411461,less
5411462,less
5411463,more
5411464,more
5411465,more
5411466,less
5411467,less
5411468,more
5411469,average
5411470,more
5411471,more
5411472,more
5411473,more
5411474,more
5411475,average
5411476,more
5411477,average
5411478,less
5411479,more
5411480,average
5411481,more
5411482,more
5411483,more
5411484,average
5411485,less
5411486,more
5411487,average
5411488,more
5411489,more
5411490,average
5411491,less
5411492,more
5411493,less
5411494,less
5411495,less
5411496,less
5411497,less
5411498,more
5411499,less
5411500,average
5411501,more
5411502,more
5411503,more
5411504,more
5411505,more
5411506,more
5411507,more
5411508,average
5411509,less
5411510,more
5411511,more
5411512,less
5411513,less
5411514,more
5411515,more
5411516,less
5411517,average
5411518,less
5411519,average
5411520,more
5411521,more
5411522,more
5411523,more
5411524,more
5411525,more
5411526,more
5411527,less
5411528,more
5411529,more
5411530,less
5411531,average
5411532,average
5411533,more
5411534,more
5411535,average
5411536,less
5411537,average
5411538,less
5411539,average
5411540,more
5411541,less
5411542,more
5411543,more
5411544,less
5411545,more
5411546,more
5411547,more
5411548,less
5411549,less
5411550,more
5411551,average
5411552,less
5411553,more
5411554,average
5411555,more
5411556,more
5411557,more
5411558,more
5411559,more
5411560,more
5411561,more
5411562,more
5411563,less
5411564,less
5411565,more
5411566,more
5411567,more
5411568,less
5411569,less
5411570,less
5411571,average
5411572,average
5411573,more
5411574,more
5411575,less
5411576,average
5411577,more
5411578,less
5411579,average
5411580,more
5411581,less
5411582,less
5411583,more
5411584,less
5411585,more
5411586,less
5411587,less
5411588,less
5411589,more
5411590,average
5411591,more
5411592,more
5411593,more
5411594,average
5411595,average
5411596,more
5411597,less
5411598,more
5411599,less
5411600,more
5411601,average
5411602,more
5411603,less
5411604,more
5411605,less
5411606,less
5411607,less
5411608,more
5411609,less
5411610,less
5411611,more
5411612,average
5411613,more
5411614,more
5411615,more
5411616,more
5411617,more
5411618,average
5411619,less
5411620,more
5411621,less
5411622,less
5411623,more
5411624,more
5411625,more
5411626,more
5411627,more
5411628,less
5411629,average
5411630,average
5411631,more
5411632,more
5411633,more
5411634,more
5411635,less
5411636,less
5411637,less
5411638,average
5411639,less
5411640,more
5411641,average
5411642,more
5411643,average
5411644,more
5411645,more
5411646,average
5411647,average
5411648,less
5411649,less
5411650,average
5411651,less
5411652,more
5411653,average
5411654,more
5411655,average
5411656,less
5411657,more
5411658,more
5411659,less
5411660,average
5411661,more
5411662,more
5411663,less
5411664,more
5411665,more
5411666,average
5411667,less
5411668,average
5411669,less
5411670,more
5411671,more
5411672,more
5411673,more
5411674,average
5411675,less
5411676,less
5411677,more
5411678,more
5411679,less
5411680,more
5411681,less
5411682,more
5411683,average
5411684,more
5411685,more
5411686,more
5411687,more
5411688,more
5411689,less
5411690,less
5411691,average
5411692,average
5411693,more
5411694,less
5411695,average
5411696,less
5411697,more
5411698,more
5411699,more
5411700,average
5411701,more
5411702,average
5411703,average
5411704,less
5411705,less
5411706,less
5411707,less
5411708,average
5411709,less
5411710,more
5411711,more
5411712,less
5411713,less
5411714,less
5411715,more
5411716,average
5411717,less
5411718,average
5411719,more
5411720,average
5411721,average
5411722,average
5411723,more
5411724,average
5411725,more
5411726,more
5411727,more
5411728,more
5411729,more
5411730,less
5411731,more
5411732,average
5411733,less
5411734,less
5411735,more
5411736,more
5411737,average
5411738,more
5411739,less
5411740,average
5411741,more
5411742,more
5411743,more
5411744,less
5411745,less
5411746,average
5411747,more
5411748,more
5411749,less
5411750,more
5411751,less
5411752,less
5411753,average
5411754,less
5411755,more
5411756,more
5411757,less
5411758,less
5411759,less
5411760,average
5411761,more
5411762,more
5411763,average
5411764,more
5411765,less
5411766,more
5411767,average
5411768,less
5411769,more
5411770,average
5411771,more
5411772,less
5411773,more
5411774,more
5411775,less
5411776,less
5411777,more
5411778,less
5411779,more
5411780,more
5411781,less
5411782,more
5411783,more
5411784,more
5411785,average
5411786,more
5411787,average
5411788,less
5411789,less
5411790,more
5411791,less
5411792,more
5411793,more
5411794,less
5411795,more
5411796,more
5411797,more
5411798,more
5411799,less
5411800,more
5411801,average
5411802,more
5411803,average
5411804,more
5411805,average
5411806,average
5411807,less
5411808,average
5411809,average
5411810,less
5411811,average
5411812,less
5411813,less
5411814,less
5411815,average
5411816,less
5411817,more
5411818,average
5411819,less
5411820,less
5411821,more
5411822,more
5411823,average
5411824,more
5411825,more
5411826,more
5411827,more
5411828,more
5411829,average
5411830,more
5411831,more
5411832,more
5411833,more
5411834,average
5411835,more
5411836,more
5411837,less
5411838,average
5411839,less
5411840,more
5411841,more
5411842,less
5411843,more
5411844,average
5411845,average
5411846,more
5411847,average
5411848,more
5411849,more
5411850,less
5411851,more
5411852,less
5411853,more
5411854,average
5411855,more
5411856,more
5411857,average
5411858,average
5411859,average
5411860,less
5411861,more
5411862,less
5411863,less
5411864,more
5411865,less
5411866,more
5411867,more
5411868,more
5411869,more
5411870,more
5411871,average
5411872,less
5411873,more
5411874,more
5411875,more
5411876,less
5411877,average
5411878,average
5411879,average
5411880,more
5411881,more
5411882,average
5411883,more
5411884,more
5411885,more
5411886,more
5411887,more
5411888,more
5411889,average
5411890,less
5411891,less
5411892,more
5411893,average
5411894,average
5411895,more
5411896,more
5411897,more
5411898,more
5411899,average
5411900,average
5411901,less
5411902,more
5411903,average
5411904,more
5411905,more
5411906,more
5411907,average
5411908,more
5411909,less
5411910,less
5411911,average
5411912,more
5411913,average
5411914,more
5411915,less
5411916,average
5411917,less
5411918,more
5411919,more
5411920,more
5411921,average
5411922,more
5411923,more
5411924,more
5411925,more
5411926,more
5411927,more
5411928,more
5411929,more
5411930,more
5411931,more
5411932,more
5411933,less
5411934,less
5411935,more
5411936,more
5411937,more
5411938,more
5411939,less
5411940,less
5411941,more
5411942,average
5411943,average
5411944,average
5411945,less
5411946,more
5411947,less
5411948,more
5411949,less
5411950,less
5411951,less
5411952,average
5411953,average
5411954,less
5411955,average
5411956,average
5411957,less
5411958,more
5411959,more
5411960,more
5411961,average
5411962,more
5411963,less
5411964,average
5411965,more
5411966,more
5411967,less
5411968,more
5411969,average
5411970,average
5411971,more
5411972,less
5411973,average
5411974,more
5411975,more
5411976,more
5411977,more
5411978,more
5411979,less
5411980,less
5411981,more
5411982,more
5411983,average
5411984,less
5411985,average
5411986,less
5411987,average
5411988,less
5411989,less
5411990,more
5411991,average
5411992,less
5411993,more
5411994,average
5411995,more
5411996,average
5411997,more
5411998,more
5411999,more
5412000,more
5412001,more
5412002,less
