5411648,activity2,216
5411649,activity2,96
5411650,activity1,121
5411651,activity2,35
5411652,activity2,173
5411653,activity2,248
5411654,activity1,180
5411655,activity2,290
5411656,activity1,125
5411657,activity1,147
5411658,activity2,172
5411659,activity2,11
5411660,activity2,66
5411661,activity1,157
5411662,activity1,108
5411663,activity1,19
5411664,activity1,125
5411665,activity2,120
5411666,activity2,107
5411667,activity1,8
5411668,activity2,113
5411669,activity2,93
5411670,activity2,173
5411671,activity1,100
5411672,activity2,119
5411673,activity2,123
5411674,activity2,220
5411675,activity2,169
5411676,activity1,64
5411677,activity1,89
5411678,activity2,190
5411679,activity1,122
5411680,activity1,171
5411681,activity1,166
5411682,activity1,249
5411683,activity2,129
5411684,activity2,161
5411685,activity1,213
5411686,activity2,221
5411687,activity2,151
5411688,activity1,98
5411689,activity1,147
5411690,activity2,210
5411691,activity2,371
5411692,activity1,180
5411693,activity2,83
5411694,activity2,41
5411695,activity1,190
5411696,activity1,97
5411697,activity2,285
5411698,activity2,220
5411699,activity2,148
5411700,activity1,166
5411701,activity1,134
5411702,activity1,40
5411703,activity1,172
5411704,activity2,138
5411705,activity1,170
5411706,activity2,101
5411707,activity2,11
5411708,activity2,228
5411709,activity2,94
5411710,activity1,129
5411711,activity1,87
5411712,activity1,95
5411713,activity2,66
5411714,activity2,138
5411715,activity1,106
5411716,activity1,251
5411717,activity1,154
5411718,activity2,201
5411719,activity2,291
5411720,activity1,98
5411721,activity1,243
5411722,activity1,136
5411723,activity2,314
5411724,activity2,95
5411725,activity2,161
5411726,activity2,185
5411727,activity1,102
5411728,activity2,117
5411729,activity1,106
5411730,activity2,42
5411731,activity1,101
5411732,activity2,206
5411733,activity2,94
5411734,activity2,65
5411735,activity1,96
5411736,activity2,218
5411737,activity1,175
5411738,activity1,108
5411739,activity1,163
5411740,activity1,171
5411741,activity2,227
5411742,activity1,174
5411743,activity1,81
5411744,activity1,154
5411745,activity2,47
5411746,activity1,73
5411747,activity1,172
5411748,activity1,139
5411749,activity1,174
5411750,activity2,226
5411751,activity2,46
5411752,activity2,119
5411753,activity1,265
5411754,activity2,96
5411755,activity1,135
5411756,activity2,188
5411757,activity2,190
5411758,activity2,82
5411759,activity2,45
5411760,activity2,112
5411761,activity2,112
5411762,activity1,165
5411763,activity1,150
5411764,activity1,167
5411765,activity1,163
5411766,activity2,97
5411767,activity2,72
5411768,activity1,22
5411769,activity1,285
5411770,activity1,83
5411771,activity2,152
5411772,activity2,108
5411773,activity1,200
5411774,activity1,144
5411775,activity1,138
5411776,activity1,198
5411777,activity1,109
5411778,activity2,69
5411779,activity1,110
5411780,activity1,183
5411781,activity2,37
5411782,activity1,105
5411783,activity2,279
5411784,activity1,229
5411785,activity1,147
5411786,activity2,147
5411787,activity2,246
5411788,activity2,78
5411789,activity1,312
5411790,activity2,98
5411791,activity2,32
5411792,activity1,169
5411793,activity1,105
5411794,activity1,161
5411795,activity1,139
5411796,activity2,145
5411797,activity1,166
5411798,activity2,156
5411799,activity1,153
5411800,activity1,106
5411801,activity2,138
5411802,activity1,166
5411803,activity2,50
5411804,activity2,134
5411805,activity2,204
5411806,activity1,197
5411807,activity1,240
5411808,activity1,153
5411809,activity2,156
5411810,activity1,225
5411811,activity1,216
5411812,activity2,154
5411813,activity2,84
5411814,activity2,193
5411815,activity2,208
5411816,activity1,64
5411817,activity2,143
5411818,activity2,113
5411819,activity1,139
5411820,activity2,226
5411821,activity1,161
5411822,activity1,99
5411823,activity1,100
5411824,activity1,121
5411825,activity1,310
5411826,activity1,187
5411827,activity2,139
5411828,activity1,145
5411829,activity2,203
5411830,activity2,204
5411831,activity2,185
5411832,activity1,198
5411833,activity2,170
5411834,activity2,90
5411835,activity1,236
5411836,activity1,143
5411837,activity2,45
5411838,activity1,143
5411839,activity2,90
5411840,activity1,162
5411841,activity1,216
5411842,activity2,62
5411843,activity1,145
5411844,activity1,99
5411845,activity1,144
5411846,activity2,208
5411847,activity1,129
5411848,activity1,179
5411849,activity1,181
5411850,activity1,81
5411851,activity2,129
5411852,activity2,20
5411853,activity1,103
5411854,activity2,92
5411855,activity1,211
5411856,activity2,299
5411857,activity1,36
5411858,activity1,67
5411859,activity2,183
5411860,activity1,240
5411861,activity1,95
5411862,activity1,50
5411863,activity2,162
5411864,activity2,208
5411865,activity1,17
5411866,activity1,203
5411867,activity2,203
5411868,activity1,156
5411869,activity1,166
5411870,activity2,132
5411871,activity2,214
5411872,activity2,101
5411873,activity1,92
5411874,activity1,195
5411875,activity2,258
5411876,activity2,28
5411877,activity2,291
5411878,activity1,91
5411879,activity2,297
5411880,activity2,123
5411881,activity2,255
5411882,activity1,75
5411883,activity1,113
5411884,activity2,249
5411885,activity2,159
5411886,activity1,97
5411887,activity1,92
5411888,activity1,296
5411889,activity1,102
5411890,activity2,132
5411891,activity1,212
5411892,activity2,193
5411893,activity1,123
5411894,activity2,160
5411895,activity2,206
5411896,activity1,175
5411897,activity1,288
5411898,activity1,213
5411899,activity1,108
5411900,activity1,191
5411901,activity1,208
5411902,activity2,259
5411903,activity2,215
5411904,activity1,131
5411905,activity1,162
5411906,activity2,141
5411907,activity2,137
5411908,activity2,191
5411909,activity2,134
5411910,activity2,167
5411911,activity2,195
5411912,activity1,146
5411913,activity2,210
5411914,activity1,208
5411915,activity1,24
5411916,activity2,252
5411917,activity1,112
5411918,activity2,216
5411919,activity1,123
5411920,activity1,152
5411921,activity1,162
5411922,activity2,110
5411923,activity2,148
5411924,activity2,145
5411925,activity2,131
5411926,activity2,214
5411927,activity2,135
5411928,activity1,131
5411929,activity2,183
5411930,activity2,173
5411931,activity1,186
5411932,activity1,209
5411933,activity2,77
5411934,activity2,112
5411935,activity2,130
5411936,activity1,105
5411937,activity2,133
5411938,activity1,157
5411939,activity1,54
5411940,activity2,61
5411941,activity2,117
5411942,activity1,196
5411943,activity1,64
5411944,activity2,238
5411945,activity2,103
5411946,activity2,310
5411947,activity1,71
5411948,activity1,147
5411949,activity1,194
5411950,activity1,8
5411951,activity1,259
5411952,activity2,201
5411953,activity1,93
5411954,activity1,73
5411955,activity1,246
5411956,activity2,130
5411957,activity2,121
5411958,activity2,217
5411959,activity2,283
5411960,activity1,173
5411961,activity2,272
5411962,activity2,239
5411963,activity2,58
5411964,activity1,151
5411965,activity2,189
5411966,activity2,253
5411967,activity1,164
5411968,activity1,148
5411969,activity1,221
5411970,activity1,104
5411971,activity2,159
5411972,activity2,136
5411973,activity1,86
5411974,activity1,142
5411975,activity1,109
5411976,activity2,112
5411977,activity1,145
5411978,activity2,218
5411979,activity2,103
5411980,activity2,164
5411981,activity2,188
5411982,activity1,138
5411983,activity1,118
5411984,activity2,90
5411985,activity2,137
5411986,activity2,165
5411987,activity1,155
5411988,activity1,176
5411989,activity1,149
5411990,activity2,138
5411991,activity1,71
5411992,activity1,94
5411993,activity2,198
5411994,activity1,239
5411995,activity1,118
5411996,activity1,239
5411997,activity1,195
5411998,activity1,148
5411999,activity1,95
5412000,activity2,144
5412001,activity1,161
5412002,activity2,48
