2485.0,t
2494.5,
2503.6,h
2511.9,e
2520.5,
2528.2,t
2534.9,r
2544.3,i
2555.8,e
2562.9,d
2569.0,
2579.8,a
2588.2,l
2593.7,l
2601.0,
2607.5,h
2617.4,e
2623.7,
2634.3,c
2638.3,o
2643.0,u
2651.4,l
2659.6,d
2668.5,
2677.8,t
2684.2,o
2692.3,
2695.7,r
2705.0,i
2713.6,d
2720.1,
2728.7,h
2737.6,i
2746.8,m
2754.1,s
2762.8,e
2773.1,l
2779.3,f
2784.4,
2791.8,o
2802.8,f
2814.1,
2822.7,i
2830.3,t
2839.7,
2846.4,b
2854.5,y
2860.2,
2866.1,b
2874.9,e
2884.7,l
2891.2,c
2898.2,h
2906.4,i
2914.2,n
2920.1,g
2929.4,
2936.3,a
2941.0,f
2951.0,t
2957.7,e
2965.8,r
2974.4,
2981.5,e
2990.3,v
2993.9,e
2997.3,r
3009.5,y
3020.0,
3027.0,m
3039.5,e
3051.8,a
3059.6,l
3066.5,
3076.1,s
3083.0,o
3088.6,m
3096.7,e
3104.8,t
3112.8,i
3119.4,m
3126.5,e
3133.1,s
3140.3,
3148.8,c
3157.0,o
3165.7,u
3174.0,n
3181.7,t
3191.6,i
3198.4,n
3204.1,g
3211.2,
3216.2,f
3225.5,r
3231.4,o
3240.8,m
3250.3,
3258.6,o
3264.7,n
3272.3,e
3281.6,
3291.3,t
3298.4,o
3308.0,
3317.1,t
3327.7,e
3337.5,n
3343.3,
3350.7,a
3358.1,n
3367.5,d
3379.4,
3387.8,o
3397.8,t
3403.2,h
3410.4,e
3419.2,r
3423.4,
3430.2,t
3436.7,i
3441.2,m
3449.4,e
3461.2,s
3470.7,
3477.9,c
3484.2,h
3491.6,a
3500.3,n
3507.9,t
3514.4,i
3523.4,n
3533.0,g
3539.8,
3546.6,k
3558.7,a
3565.4,
3570.8,k
3579.2,e
3584.3,
3594.0,k
3601.3,i
3612.1,
3618.1,k
3626.9,o
3635.8,
3642.5,k
3647.7,u
3653.9,
3659.9,a
3665.7,l
3674.2,o
3685.9,u
3698.6,d
3707.4,.
3713.5,
3721.5,W
3732.1,h
3737.7,y
3744.3,
3751.4,t
3759.7,h
3767.9,e
3773.5,s
3783.4,e
3793.0,
3800.6,p
3808.7,a
3816.1,r
3825.0,t
3833.2,i
3837.0,c
3844.8,u
3852.3,l
3859.9,a
3865.6,r
3871.9,
3876.9,s
3884.6,y
3890.3,l
3902.9,l
3910.2,a
3917.1,b
3926.8,l
3934.6,e
3937.9,s
3946.2,
3954.4,n
3962.2,o
3969.9,b
3979.1,o
3984.1,d
3991.2,y
4000.0,
4005.6,c
4013.5,o
4019.3,u
4027.2,l
4036.7,d
4043.7,
4051.9,t
4062.8,e
4069.3,l
4078.1,l
4085.6,.
4094.4,
4102.8,S
4110.7,t
4117.7,i
4125.6,l
4136.4,l
4143.9,
4150.1,t
4158.5,h
4167.5,e
4174.9,y
4183.3,
4187.8,c
4194.7,o
4202.6,n
4210.1,c
4217.0,e
4224.9,d
4234.4,e
4242.9,d
4251.3,
4261.6,t
4270.6,h
4278.6,a
4289.1,t
4294.6,
4301.6,t
4308.0,h
4315.1,e
4326.1,
4334.3,R
4344.9,u
4351.8,l
4358.4,e
4366.9,r
4376.1,
4383.8,h
4392.5,a
4399.1,d
4408.7,
4417.6,a
4428.4,
4435.8,p
4444.6,o
4452.4,i
4457.3,n
4465.2,t
4473.6,.
4478.1,
4487.4,J
4495.9,u
4503.2,s
4510.8,t
4519.4,
4527.2,a
4534.5,s
4542.6,
4552.7,o
4559.8,f
4568.0,f
4578.1,e
4587.2,n
4596.5,s
4603.9,i
4615.5,v
4621.3,e
4631.5,
4639.2,g
4646.1,a
4652.5,s
4660.4,e
4667.9,s
4676.0,
4686.2,o
4692.8,f
4699.2,
4709.9,t
4719.6,h
4729.8,e
4737.2,
4743.9,c
4751.3,o
4760.6,n
4768.9,s
4775.8,t
4783.6,i
4790.9,p
4800.0,a
4807.6,t
4819.5,e
4828.1,d
4839.5,
4846.7,n
4853.0,e
4861.0,e
4864.1,d
4870.9,
4877.8,t
4887.5,o
4894.0,
4905.5,b
4915.8,e
4922.7,
4934.8,e
4943.8,x
4951.4,p
4962.2,e
4969.5,l
4977.3,l
4990.2,e
4998.3,d
5012.7,
5015.8,t
5022.2,h
5030.1,u
5034.9,s
5042.3,
5050.7,e
5056.4,a
5062.9,s
5068.6,i
5074.6,n
5084.4,g
5090.7,
5095.4,t
5105.9,h
5111.5,e
5117.2,
5122.6,b
5132.1,u
5138.4,r
5148.5,d
5157.6,e
5165.5,n
5177.1,
5183.5,o
5189.7,n
5197.9,
5208.8,t
5217.1,h
5229.9,e
5234.4,
5242.7,t
5251.4,u
5261.5,m
5270.9,m
5279.9,y
5288.5,
5295.1,a
5301.3,n
5314.2,g
5321.7,e
5329.9,r
5338.3,
5345.5,i
5352.9,n
5361.0,
5369.5,a
5379.5,
5387.0,p
5395.9,e
5405.7,r
5411.5,s
5418.4,o
5426.8,n
5432.5,
5438.9,a
5442.2,l
5449.2,s
5456.3,o
5466.8,
5474.5,n
5479.6,e
5489.0,e
5499.1,d
5508.0,s
5515.1,
5523.4,a
5534.4,
5543.9,w
5551.3,a
5561.8,y
5568.4,
5576.9,o
5582.6,u
5593.6,t
5602.8,
5612.3,t
5622.2,o
5625.9,
5632.7,e
5642.2,a
5649.4,s
5656.6,e
5661.0,
5669.2,t
5675.8,h
5683.0,e
5690.4,
5700.8,b
5709.9,u
5717.7,r
5726.1,d
5736.1,e
5744.3,n
5750.9,
5761.3,o
5767.7,n
5773.0,
5781.2,t
5787.6,h
5796.0,e
5803.1,
5811.9,h
5816.6,e
5823.8,a
5833.3,r
5840.0,t
5848.5,.
5855.9,
5865.8,T
5872.4,h
5886.1,i
5893.5,s
5902.7,
5912.1,R
5919.6,u
5925.6,l
5934.4,e
5940.6,r
5950.2,'
5956.9,s
5965.8,
5972.7,a
5979.5,n
5984.9,g
5988.4,e
5996.2,r
6005.5,
6014.7,h
6027.5,o
6034.7,w
6043.3,e
6050.6,v
6062.0,e
6072.9,r
6081.9,
6091.3,w
6099.1,o
6104.3,u
6112.8,l
6121.0,d
6130.1,
6138.8,n
6144.0,o
6151.8,t
6161.8,
6169.6,g
6178.4,o
6188.5,
6197.8,a
6206.4,w
6211.9,a
6216.4,y
6226.9,
6237.5,a
6248.1,n
6254.0,d
6259.9,
6266.7,i
6275.2,t
6282.8,
6291.3,c
6300.0,o
6310.0,n
6316.4,t
6327.4,i
6336.0,n
6344.9,u
6353.3,e
6363.6,d
6372.6,
6377.8,s
6385.8,i
6392.1,m
6399.3,m
6407.2,e
6416.9,r
6421.7,i
6431.2,n
6440.0,g
6447.5,
6455.2,i
6462.4,n
6470.5,s
6479.9,i
6489.1,d
6495.2,e
6504.8,
6512.8,t
6520.0,i
6529.2,l
6540.9,l
6553.0,
6560.8,i
6568.0,t
6577.4,
6586.8,c
6594.4,o
6600.4,n
6607.3,s
6615.4,u
6626.2,m
6632.5,e
6640.8,d
6650.1,
6656.3,h
6660.8,i
6668.6,s
6676.2,
6682.1,h
6689.7,e
6697.6,a
6707.5,r
6713.0,t
6726.3,.
6734.9,
6743.6,T
6753.9,h
6763.1,i
6768.8,s
6775.6,
6783.6,i
6788.4,s
6798.8,
6809.0,b
6812.2,e
6817.8,l
6825.8,i
6837.0,e
6843.8,v
6854.5,e
6860.9,d
6868.7,
6877.8,t
6887.8,o
6894.9,
6902.7,b
6911.6,e
6917.6,
6924.8,t
6932.8,h
6942.5,e
6949.8,
6959.7,s
6969.3,o
6981.1,u
6991.9,r
7003.1,c
7011.6,e
7019.7,
7026.7,o
7032.7,f
7037.5,
7043.3,t
7046.8,h
7056.5,e
7064.7,
7071.2,A
7078.6,b
7087.7,u
7098.1,r
7103.6,i
7111.3,r
7120.6,i
7127.2,a
7137.8,n
7140.1,
7152.0,s
7163.5,a
7173.3,y
7180.1,i
7189.6,n
7201.1,g
7209.0,
7216.3,t
7224.8,h
7231.6,a
7240.5,t
7247.7,
7255.5,i
7265.0,r
7270.1,e
7277.4,
7283.1,i
7288.5,s
7294.6,
7305.1,m
7315.2,o
7322.1,r
7331.4,e
7339.6,
7347.6,c
7356.7,o
7364.7,r
7371.9,r
7376.3,o
7381.6,s
7388.7,i
7396.8,v
7402.8,e
7407.7,
7415.4,t
7424.7,h
7432.6,a
7441.0,n
7452.6,
7462.5,f
7468.3,i
7477.0,r
7481.9,e
7489.3,
7496.5,f
7501.4,o
7509.3,r
7515.7,
7526.8,i
7537.4,t
7547.6,
7555.1,o
7563.6,n
7571.8,c
7579.9,e
7586.1,
7592.9,e
7601.5,r
7608.9,o
7618.1,d
7626.8,e
7634.1,d
7641.9,
7648.8,t
7655.5,h
7665.5,e
7674.2,
7684.1,s
7691.0,o
7698.4,u
7707.5,l
7716.0,
7723.3,o
7731.5,f
7739.3,
7749.2,a
7757.2,
7761.5,R
7768.1,u
7771.4,l
7775.2,e
7783.4,r
7795.7,.
7801.9,
7812.7,
7819.2,B
7828.4,u
7836.3,t
7846.9,
7852.7,w
7861.4,h
7870.8,e
7877.7,n
7887.0,
7892.3,d
7898.0,i
7906.7,d
7914.9,
7923.6,t
7930.8,h
7940.4,i
7947.9,s
7955.9,
7963.9,a
7972.7,n
7980.5,g
7985.0,e
7991.2,r
8002.8,
8009.8,t
8016.7,a
8026.8,k
8033.5,e
8040.7,
8049.3,r
8058.5,o
8066.3,o
8073.8,t
8083.0,?
8089.6,
8098.6,W
8107.0,h
8116.4,e
8123.2,n
8131.8,
8141.0,s
8151.9,n
8160.1,a
8168.5,k
8176.4,e
8185.1,s
8191.8,
8197.5,f
8205.5,i
8211.3,r
8219.2,s
8225.3,t
8233.9,
8245.6,a
8254.7,p
8262.1,p
8270.8,e
8280.2,a
8287.0,r
8298.5,e
8306.7,d
8312.2,
8317.2,o
8325.4,n
8334.2,
8343.1,t
8351.2,h
8361.0,e
8368.2,
8378.0,n
8386.6,a
8394.6,t
8404.4,i
8411.8,o
8418.6,n
8427.1,a
8436.9,l
8444.3,
8451.0,s
8457.6,c
8465.9,e
8471.9,n
8478.5,e
8484.6,?
8491.8,
8497.9,W
8504.5,h
8512.0,e
8519.2,n
8527.7,
8532.9,w
8540.1,a
8544.6,t
8555.9,e
8565.5,r
8573.3,
8581.0,i
8589.5,n
8597.7,
8607.2,t
8617.5,h
8626.3,e
8628.8,
8636.5,b
8642.8,o
8651.4,w
8659.7,e
8672.8,l
8678.4,s
8682.6,
8692.7,o
8701.8,f
8708.9,
8710.9,t
8721.2,h
8729.7,e
8737.0,
8743.2,e
8752.0,a
8758.4,r
8767.7,t
8776.5,h
8783.5,
8794.1,t
8799.7,u
8810.3,r
8819.7,n
8829.1,e
8835.3,d
8842.4,
8851.0,b
8860.4,i
8868.9,t
8875.3,t
8884.5,e
8890.8,r
8897.4,?
8908.8,
8913.5,O
8921.4,r
8927.5,
8936.0,w
8940.7,h
8952.6,e
8960.4,n
8967.8,
8977.5,h
8984.4,e
8988.1,
8993.6,v
9003.4,i
9012.5,s
9023.0,i
9031.0,t
9040.7,e
9047.0,d
9059.4,
9066.1,A
9070.4,m
9075.9,e
9083.0,r
9091.9,i
9102.1,c
9112.8,a
9124.0,
9129.8,a
9138.7,n
9146.8,d
9155.3,
9162.1,f
9170.2,a
9180.4,i
9193.0,l
9198.4,e
9208.9,d
9216.2,
9223.1,t
9229.8,o
9241.4,
9249.1,l
9255.2,a
9265.8,n
9277.4,d
9284.2,
9294.4,a
9303.5,n
9309.2,
9316.5,i
9325.0,n
9333.3,t
9343.4,e
9352.6,r
9358.7,v
9366.2,i
9375.1,e
9385.0,w
9393.1,
9400.2,w
9410.4,i
9414.1,t
9420.7,h
9431.1,
9440.6,G
9448.7,l
9459.6,o
9467.2,b
9478.5,a
9484.7,l
9490.5,
9497.0,N
9504.0,e
9511.7,t
9520.6,w
9525.5,o
9531.9,r
9538.0,k
9544.7,
9550.7,N
9554.8,e
9563.3,w
9574.3,s
9582.7,
9591.1,o
9601.5,n
9605.1,
9608.7,i
9614.6,t
9623.1,s
9627.9,
9636.5,f
9644.3,a
9652.2,m
9660.2,o
9669.1,u
9679.9,s
9686.6,
9693.1,p
9699.5,r
9703.6,o
9707.9,g
9718.5,r
9726.9,a
9736.5,m
9745.0,
9754.8,M
9760.6,e
9770.8,e
9775.1,t
9783.0,
9791.6,t
9802.5,h
9817.9,e
9825.7,
9834.8,G
9840.4,l
9847.9,o
9853.6,b
9860.9,a
9867.0,l
9874.0,
9881.1,M
9888.8,i
9902.0,g
9909.5,h
9915.7,t
9925.2,y
9933.3,?
9939.6,
9946.4,.
9953.7,
9963.0,.
9971.5,
9983.8,.
9990.2,
9996.7,
10008.6,I
10014.8,t
10017.9,
10024.3,i
10031.4,s
10039.8,
10044.5,s
10054.9,a
10064.7,i
10072.2,d
10080.1,
10088.9,t
10095.4,h
10104.2,a
10110.3,t
10116.6,
10126.7,h
10132.6,e
10142.3,
10153.5,w
10162.8,a
10166.3,s
10172.0,
10179.5,e
10189.3,s
10194.9,p
10206.8,e
10214.7,c
10223.2,i
10229.7,a
10236.7,l
10246.2,l
10254.6,y
10262.7,
10270.2,s
10279.2,k
10290.4,i
10301.9,l
10311.7,l
10321.8,f
10330.2,u
10337.6,l
10344.0,
10354.9,i
10365.7,n
10374.9,
10381.9,c
10389.4,r
10394.9,e
10404.1,a
10413.9,t
10419.8,i
10423.3,n
10431.0,g
10436.2,
10445.6,a
10456.2,n
10462.4,d
10468.7,
10476.0,n
10480.7,u
10488.8,r
10496.9,s
10503.0,i
10513.8,n
10521.5,g
10528.2,
10536.1,c
10549.5,o
10554.4,n
10565.4,f
10573.9,l
10581.7,i
10589.1,c
10596.2,t
10604.0,s
10609.9,
10618.8,a
10624.2,m
10632.8,o
10644.5,n
10653.3,g
10661.6,
10672.5,A
10682.5,b
10690.8,u
10700.8,r
10708.4,i
10714.7,r
10721.6,i
10729.0,a
10737.6,n
10745.7,
10756.6,f
10764.8,a
10775.0,m
10783.1,i
10794.1,l
10800.9,i
10808.3,e
10819.4,s
10828.7,
10839.4,f
10845.3,o
10855.7,r
10864.3,
10872.2,s
10881.1,c
10886.7,e
10895.9,n
10902.8,e
10910.4,s
10918.8,
10924.4,o
10931.8,f
10936.7,
10947.4,s
10956.0,o
10960.8,r
10967.3,r
10976.9,o
10986.3,w
10992.2,
11001.4,w
11012.4,e
11022.0,r
11031.4,e
11037.4,
11045.5,w
11053.4,h
11061.6,a
11070.6,t
11081.7,
11092.9,a
11102.3,s
11109.5,s
11114.7,u
11122.1,a
11132.0,g
11137.8,e
11144.5,d
11152.8,
11159.8,h
11167.6,i
11175.2,m
11183.8,
11189.6,a
11199.2,n
11207.6,d
11217.1,
11226.2,m
11234.9,a
11240.6,d
11250.3,e
11257.3,
11262.4,h
11271.7,i
11280.0,m
11290.3,
11295.6,s
11301.4,l
11311.4,e
11320.4,e
11329.8,p
11339.2,
11347.6,s
11359.6,o
11365.9,u
11373.4,n
11383.6,d
11391.5,l
11401.7,y
11409.2,.
11415.7,
11424.0,B
11433.0,u
11443.0,t
11449.1,
11456.6,n
11466.2,o
11472.2,t
11480.0,h
11486.5,i
11495.0,n
11505.8,g
11513.3,
11522.5,i
11530.9,t
11536.5,
11545.6,s
11554.4,e
11566.1,e
11571.0,m
11577.2,e
11581.9,d
11587.4,
11594.7,w
11603.2,o
11613.8,u
11619.1,l
11623.2,d
11631.4,
11639.7,n
11647.7,o
11656.5,w
11664.8,
11674.8,t
11685.3,e
11693.1,m
11706.0,p
11717.0,e
11727.9,r
11733.4,
11741.7,h
11750.6,i
11755.0,s
11766.7,
11776.6,a
11785.9,n
11794.8,g
11802.2,e
11809.4,r
11821.3,.
